,Game_ID,Home_or_Away,Result,Panthers_Goals,Opponent_Goals,Panthers_PIM,Panthers_Shots,Panthers_Power_Play_%,Panthers_Power_Play_Goals,Panthers_Power_Play_Opportunities,Panthers_FOW%,Panthers_Blocked_Shots,Panthers_Takeaways,Panthers_Giveaways,Panthers_Hits,Opponent_PIM,Opponent_Shots,Opponent_Power_Play_%,Opponent_Power_Play_Goals,Opponent_Power_Play_Opportunities,Opponent_FOW%,Opponent_Blocked_Shots,Opponent_Takeaways,Opponent_Giveaways,Opponent_Hits
24,2014020315,Home,Loss,1,4,8,30,0.0,0.0,3.0,60.7,8,6,4,35,8,39,0.0,0.0,3.0,39.3,10,4,2,25
25,2014020327,Home,Win,1,0,6,28,0.0,0.0,1.0,57.6,10,5,6,30,2,33,0.0,0.0,3.0,42.4,14,2,3,29
26,2014020341,Home,Win,3,2,11,46,0.0,0.0,2.0,54.7,9,5,4,38,11,24,0.0,0.0,2.0,45.3,15,4,5,37
27,2014020358,Away,Loss,1,2,4,25,33.3,1.0,3.0,44.6,6,6,5,25,6,23,0.0,0.0,2.0,55.4,20,7,4,39
28,2014020368,Away,Win,4,3,8,31,0.0,0.0,1.0,42.9,14,3,4,21,2,41,25.0,1.0,4.0,57.1,8,3,12,13
29,2014020382,Home,OT Loss,3,4,9,55,20.0,1.0,5.0,62.7,8,7,5,29,17,20,0.0,0.0,1.0,37.3,27,6,2,40
30,2014020395,Home,Win,3,2,9,37,0.0,0.0,1.0,48.1,8,1,2,44,7,28,0.0,0.0,2.0,51.9,13,4,5,40
31,2014020408,Away,Loss,2,4,8,34,0.0,0.0,3.0,47.5,10,6,5,32,6,28,0.0,0.0,4.0,52.5,9,8,10,13
32,2014020433,Away,Win,3,2,8,26,0.0,0.0,5.0,33.9,13,2,2,11,10,31,50.0,2.0,4.0,66.1,6,5,7,20
33,2014020437,Away,OT Loss,3,4,4,28,0.0,0.0,1.0,47.1,10,5,3,16,2,32,0.0,0.0,2.0,52.9,13,0,9,14
34,2014020457,Home,Win,2,1,4,29,0.0,0.0,2.0,53.8,15,4,8,50,4,24,50.0,1.0,2.0,46.2,9,2,5,48
35,2014020467,Away,Win,2,1,4,32,0.0,0.0,2.0,49.3,15,3,2,23,6,26,0.0,0.0,1.0,50.7,18,6,3,23
36,2014020485,Away,Loss,1,3,32,46,16.7,1.0,6.0,48.1,10,2,2,24,44,34,0.0,0.0,6.0,51.9,19,4,6,31
37,2014020499,Home,Win,4,3,8,37,0.0,0.0,3.0,43.7,13,8,3,46,6,27,25.0,1.0,4.0,56.3,13,5,3,42
38,2014020527,Home,Win,6,4,8,34,33.3,1.0,3.0,67.2,10,6,1,26,6,22,25.0,1.0,4.0,32.8,5,1,4,33
39,2014020541,Home,OT Loss,1,2,4,37,0.0,0.0,3.0,55.7,9,8,3,32,6,34,0.0,0.0,2.0,44.3,15,4,3,21
40,2014020551,Home,Loss,2,5,6,20,33.3,1.0,3.0,56.4,7,7,6,30,8,34,50.0,1.0,2.0,43.6,16,3,1,25
41,2014020558,Away,Win,2,0,2,33,100.0,1.0,1.0,43.1,13,3,4,22,2,30,0.0,0.0,1.0,56.9,9,4,6,31
42,2014020577,Away,Loss,3,4,6,32,0.0,0.0,5.0,40.3,19,8,10,23,12,26,50.0,1.0,2.0,59.7,16,8,10,29
43,2014020606,Away,Win,3,1,18,31,0.0,0.0,2.0,54.0,14,7,12,14,10,33,0.0,0.0,6.0,46.0,9,3,9,10
44,2014020611,Away,Win,6,5,14,35,0.0,0.0,1.0,47.9,20,10,12,15,6,30,20.0,1.0,5.0,52.1,15,9,26,25
45,2014020624,Away,Win,4,2,9,27,0.0,0.0,2.0,43.6,12,7,13,17,9,33,0.0,0.0,2.0,56.4,6,15,16,24
