,Game_ID,Home_or_Away,Result,Panthers_Goals,Opponent_Goals,Panthers_PIM,Panthers_Shots,Panthers_Power_Play_%,Panthers_Power_Play_Goals,Panthers_Power_Play_Opportunities,Panthers_FOW%,Panthers_Blocked_Shots,Panthers_Takeaways,Panthers_Giveaways,Panthers_Hits,Opponent_PIM,Opponent_Shots,Opponent_Power_Play_%,Opponent_Power_Play_Goals,Opponent_Power_Play_Opportunities,Opponent_FOW%,Opponent_Blocked_Shots,Opponent_Takeaways,Opponent_Giveaways,Opponent_Hits
46,2014020637,Away,Loss,2,8,6,27,0.0,0.0,3.0,38.0,15,4,14,17,6,35,66.7,2.0,3.0,62.0,10,9,15,26
47,2014020649,Home,Loss,2,4,10,32,33.3,1.0,3.0,50.0,6,3,4,25,6,29,20.0,1.0,5.0,50.0,17,1,1,36
48,2014020666,Home,OT Loss,2,3,8,37,0.0,0.0,3.0,49.2,11,9,2,32,6,34,0.0,0.0,4.0,50.8,10,2,4,29
49,2014020678,Home,Loss,1,2,10,24,0.0,0.0,4.0,61.9,10,4,5,30,12,23,0.0,0.0,3.0,38.1,11,2,4,18
50,2014020703,Home,Loss,4,5,2,41,60.0,3.0,5.0,43.4,12,5,3,28,10,27,0.0,0.0,1.0,56.6,11,2,6,16
51,2014020717,Home,Win,3,2,16,31,0.0,0.0,3.0,52.2,7,3,3,31,8,33,0.0,0.0,2.0,47.8,8,4,5,33
52,2014020731,Away,Loss,1,3,8,27,0.0,0.0,2.0,40.0,10,6,5,26,6,14,33.3,1.0,3.0,60.0,14,4,6,23
53,2014020742,Away,Loss,3,6,8,36,50.0,1.0,2.0,52.5,9,3,4,23,6,38,33.3,1.0,3.0,47.5,16,6,8,18
54,2014020746,Away,Win,4,2,6,30,50.0,1.0,2.0,45.0,20,14,12,23,4,34,33.3,1.0,3.0,55.0,16,18,17,35
55,2014020762,Home,Win,3,2,4,20,0.0,0.0,1.0,34.4,14,6,5,35,2,31,50.0,1.0,2.0,65.6,5,1,2,47
56,2014020785,Home,OT Loss,2,3,8,36,0.0,0.0,3.0,50.8,10,4,3,27,6,25,50.0,2.0,4.0,49.2,20,3,0,33
57,2014020802,Home,Win,6,2,11,26,37.5,3.0,8.0,38.1,17,6,5,22,31,33,33.3,1.0,3.0,61.9,5,3,4,39
58,2014020815,Away,Loss,1,2,6,27,0.0,0.0,5.0,48.6,7,3,4,19,10,23,50.0,1.0,2.0,51.4,19,9,11,15
59,2014020820,Away,Loss,0,2,23,37,0.0,0.0,2.0,50.0,11,6,8,20,8,28,0.0,0.0,3.0,50.0,14,10,8,13
60,2014020834,Home,OT Loss,1,2,9,41,0.0,0.0,2.0,51.5,9,4,8,31,13,33,0.0,0.0,0.0,48.5,12,6,1,23
61,2014020850,Away,Win,3,2,9,17,40.0,2.0,5.0,55.1,12,7,14,39,15,29,100.0,2.0,2.0,44.9,12,4,18,39
62,2014020864,Away,Win,3,2,7,21,0.0,0.0,1.0,38.5,11,7,10,42,7,39,0.0,0.0,1.0,61.5,13,7,11,31
63,2014020877,Away,Loss,1,4,13,22,0.0,0.0,2.0,54.0,8,8,7,30,9,39,0.0,0.0,4.0,46.0,5,15,7,37
64,2014020888,Away,Loss,1,5,6,35,0.0,0.0,3.0,46.3,17,4,2,22,6,26,33.3,1.0,3.0,53.7,12,7,7,25
65,2014020903,Away,OT Loss,2,3,10,36,0.0,0.0,3.0,60.3,16,4,1,34,10,38,33.3,1.0,3.0,39.7,14,8,4,18
66,2014020912,Home,Loss,0,3,10,20,0.0,0.0,1.0,36.4,14,3,0,50,4,29,0.0,0.0,4.0,63.6,15,5,3,23
67,2014020923,Home,Win,5,3,8,47,33.3,2.0,6.0,52.4,9,1,3,26,14,14,0.0,0.0,3.0,47.6,17,2,1,28
68,2014020934,Home,Win,4,3,10,26,20.0,1.0,5.0,51.7,6,5,5,31,14,23,0.0,0.0,2.0,48.3,15,5,6,30
69,2014020946,Home,Loss,2,3,4,42,33.3,1.0,3.0,55.1,11,5,4,23,6,34,50.0,1.0,2.0,44.9,9,6,1,32
70,2014020960,Home,OT Loss,3,4,9,24,0.0,0.0,2.0,41.4,20,12,5,36,9,32,0.0,0.0,2.0,58.6,7,6,5,41
71,2014020973,Home,Win,4,3,10,18,0.0,0.0,1.0,48.4,15,16,8,42,6,28,33.3,1.0,3.0,51.6,12,9,1,40
72,2014021007,Home,Win,4,2,4,20,33.3,1.0,3.0,53.8,12,6,6,32,6,20,0.0,0.0,2.0,46.2,6,2,2,32
73,2014021024,Away,Win,2,0,8,22,33.3,1.0,3.0,42.0,15,10,16,29,10,27,0.0,0.0,2.0,58.0,14,11,20,26
74,2014021030,Away,Loss,1,2,4,39,0.0,0.0,3.0,58.1,8,12,9,17,6,34,0.0,0.0,2.0,41.9,36,10,9,21
75,2014021044,Home,Loss,2,3,10,43,0.0,0.0,4.0,57.1,5,7,1,35,10,25,0.0,0.0,3.0,42.9,15,3,3,22
76,2014021056,Home,Win,3,1,4,32,0.0,0.0,3.0,49.2,7,6,4,34,6,27,0.0,0.0,2.0,50.8,4,3,5,21
77,2014021071,Home,Win,2,1,6,25,0.0,0.0,3.0,36.9,9,10,4,49,6,27,33.3,1.0,3.0,63.1,11,1,0,33
78,2014021095,Away,Loss,3,4,0,36,0.0,0.0,2.0,43.4,10,4,8,24,4,25,0.0,0.0,0.0,56.6,12,9,8,19
79,2014021106,Away,Win,4,1,10,28,0.0,0.0,1.0,34.4,13,8,10,21,16,25,0.0,0.0,3.0,65.6,13,10,8,37
80,2014021122,Away,OT Loss,2,3,10,23,100.0,1.0,1.0,51.5,21,2,9,38,4,25,50.0,2.0,4.0,48.5,20,3,18,25
81,2014021129,Away,Win,4,2,14,37,40.0,2.0,5.0,50.0,27,9,9,26,14,27,20.0,1.0,5.0,50.0,15,12,11,38
82,2014021142,Away,Loss,2,3,8,24,33.3,1.0,3.0,37.3,16,8,5,32,6,29,0.0,0.0,4.0,62.7,13,2,8,23
83,2014021157,Home,Win,6,1,4,35,0.0,0.0,1.0,48.4,9,7,4,22,2,32,50.0,1.0,2.0,51.6,11,3,5,24
84,2014021172,Home,Loss,0,4,2,34,0.0,0.0,4.0,45.1,9,4,6,32,8,22,100.0,1.0,1.0,54.9,12,4,2,23
85,2014021181,Home,Loss,1,4,14,25,25.0,1.0,4.0,50.7,11,1,6,27,8,28,14.3,1.0,7.0,49.3,19,2,0,25
86,2014021207,Home,Win,4,2,17,30,33.3,1.0,3.0,50.0,13,4,8,24,17,36,33.3,1.0,3.0,50.0,16,6,4,29
87,2014021222,Home,Win,3,2,14,27,33.3,1.0,3.0,57.4,10,3,5,11,29,33,0.0,0.0,1.0,42.6,17,3,2,26
88,2015010002,Away,Loss,2,5,14,22,28.6,2.0,7.0,51.7,11,4,6,22,27,29,50.0,3.0,6.0,48.3,12,4,6,16
89,2015010003,Away,Win,3,2,6,26,0.0,0.0,3.0,45.8,8,4,4,13,6,29,0.0,0.0,3.0,54.2,7,7,4,21
90,2015010020,Home,Win,3,2,12,35,25.0,1.0,4.0,44.8,8,7,4,38,10,24,0.0,0.0,5.0,55.2,8,4,2,41
91,2015010046,Away,Loss,1,4,10,36,25.0,1.0,4.0,52.8,6,7,6,19,10,29,0.0,0.0,5.0,47.2,12,13,13,17
92,2015010062,Away,Win,4,2,14,20,0.0,0.0,3.0,37.5,13,13,11,23,16,22,0.0,0.0,2.0,62.5,13,12,10,32
93,2015010099,Home,Loss,2,3,8,34,25.0,1.0,4.0,46.0,10,3,6,29,8,30,0.0,0.0,4.0,54.0,13,2,1,27
94,2015020020,Home,Win,7,1,17,30,42.9,3.0,7.0,51.4,10,4,2,31,23,39,25.0,1.0,4.0,48.6,10,5,1,38
95,2015020035,Away,Loss,0,1,12,31,0.0,0.0,6.0,50.0,14,3,3,22,18,33,0.0,0.0,3.0,50.0,17,7,14,31
96,2015020041,Away,Win,4,1,8,30,0.0,0.0,3.0,55.8,18,11,6,23,6,23,0.0,0.0,4.0,44.2,6,10,18,16
97,2015020055,Home,Win,3,2,12,29,40.0,2.0,5.0,57.4,9,4,4,31,10,26,16.7,1.0,6.0,42.6,5,4,1,29
98,2015020068,Home,Loss,2,4,6,26,0.0,0.0,1.0,49.1,13,2,5,36,4,37,50.0,1.0,2.0,50.9,10,1,6,23
99,2015020083,Away,OT Loss,2,3,6,33,0.0,0.0,2.0,45.9,14,0,6,31,4,35,66.7,2.0,3.0,54.1,11,5,8,31
100,2015020097,Away,Loss,2,3,16,19,25.0,1.0,4.0,50.6,15,5,8,30,8,27,25.0,2.0,8.0,49.4,8,4,7,15
101,2015020113,Away,Win,6,2,15,30,0.0,0.0,2.0,50.0,22,7,9,19,11,35,25.0,1.0,4.0,50.0,14,6,20,24
102,2015020128,Home,Win,4,1,10,28,100.0,3.0,3.0,48.4,13,8,6,25,6,32,0.0,0.0,5.0,51.6,9,4,1,30
103,2015020150,Home,Loss,1,3,6,32,16.7,1.0,6.0,46.0,6,6,5,34,25,30,66.7,2.0,3.0,54.0,17,8,2,41
104,2015020160,Home,OT Loss,1,2,4,27,0.0,0.0,3.0,45.5,12,6,5,34,6,27,0.0,0.0,2.0,54.5,6,5,1,35
105,2015020184,Away,OT Loss,2,3,10,25,0.0,0.0,3.0,45.1,19,8,8,27,6,39,20.0,1.0,5.0,54.9,16,5,9,29
106,2015020193,Away,Loss,2,5,9,33,33.3,1.0,3.0,49.1,13,11,13,25,11,32,0.0,0.0,2.0,50.9,18,9,11,17
107,2015020201,Away,Loss,1,4,2,19,0.0,0.0,3.0,41.2,9,4,6,39,6,35,100.0,1.0,1.0,58.8,10,3,10,36
108,2015020222,Home,Win,4,3,7,31,50.0,1.0,2.0,41.1,12,2,3,31,9,28,100.0,1.0,1.0,58.9,16,4,2,24
109,2015020236,Home,Loss,2,3,2,38,33.3,1.0,3.0,60.7,8,5,4,35,6,19,100.0,1.0,1.0,39.3,16,2,0,33
110,2015020251,Away,Win,5,4,18,23,25.0,1.0,4.0,52.6,8,6,12,32,22,28,0.0,0.0,2.0,47.4,16,4,6,23
111,2015020265,Home,Win,1,0,8,20,0.0,0.0,3.0,45.6,10,9,9,25,8,39,0.0,0.0,3.0,54.4,11,2,3,27
112,2015020285,Home,Loss,1,3,11,25,0.0,0.0,3.0,50.0,8,3,9,22,11,41,33.3,1.0,3.0,50.0,9,9,6,39
113,2015020296,Home,OT Loss,4,5,6,43,33.3,2.0,6.0,57.0,8,4,11,22,14,31,50.0,1.0,2.0,43.0,12,6,3,28
114,2015020313,Home,Loss,1,3,8,34,20.0,1.0,5.0,55.7,9,4,5,29,10,32,0.0,0.0,4.0,44.3,7,7,2,37
115,2015020339,Home,Win,3,2,6,27,0.0,0.0,1.0,48.0,13,4,3,24,6,25,0.0,0.0,1.0,52.0,8,0,3,34
116,2015020354,Away,Win,2,1,14,32,0.0,0.0,5.0,53.8,10,2,5,17,16,29,0.0,0.0,4.0,46.2,15,2,9,21
117,2015020363,Away,Win,3,1,6,23,0.0,0.0,1.0,40.3,16,6,3,19,2,30,0.0,0.0,3.0,59.7,8,7,10,13
118,2015020378,Away,Win,2,1,6,16,100.0,1.0,1.0,40.7,21,8,7,24,4,33,0.0,0.0,2.0,59.3,6,10,9,14
119,2015020383,Away,Win,2,1,8,32,0.0,0.0,2.0,37.5,14,4,3,15,4,23,0.0,0.0,4.0,62.5,14,8,10,34
120,2015020400,Away,Loss,2,4,10,36,0.0,0.0,2.0,70.0,6,8,7,23,10,18,0.0,0.0,2.0,30.0,11,5,6,28
121,2015020412,Home,Loss,2,4,20,27,0.0,0.0,4.0,46.3,8,5,4,29,8,23,40.0,2.0,5.0,53.7,12,7,4,30
122,2015020423,Home,Win,4,1,14,26,16.7,1.0,6.0,54.1,16,5,4,14,25,21,0.0,0.0,5.0,45.9,10,5,2,31
123,2015020435,Away,Loss,1,3,8,27,0.0,0.0,1.0,43.9,13,4,18,25,8,25,100.0,1.0,1.0,56.1,11,4,7,25
124,2015020454,Away,Win,5,1,10,17,0.0,0.0,3.0,52.4,10,4,8,19,8,34,0.0,0.0,4.0,47.6,7,5,12,23
125,2015020467,Away,Win,5,1,6,26,33.3,1.0,3.0,47.4,5,5,1,15,6,16,33.3,1.0,3.0,52.6,2,0,5,20
126,2015020479,Away,Win,2,0,4,18,0.0,0.0,3.0,60.3,15,11,3,12,6,24,0.0,0.0,2.0,39.7,10,17,10,17
127,2015020493,Home,Win,5,4,4,42,50.0,2.0,4.0,51.9,4,5,1,28,8,34,0.0,0.0,2.0,48.1,9,3,1,31
128,2015020511,Home,Win,2,1,4,40,0.0,0.0,5.0,48.4,4,8,3,31,10,16,50.0,1.0,2.0,51.6,14,1,4,34
129,2015020527,Home,Win,3,2,15,32,0.0,0.0,6.0,60.0,7,10,9,33,19,17,25.0,1.0,4.0,40.0,17,5,3,34
130,2015020545,Home,Win,3,1,13,30,20.0,1.0,5.0,40.6,2,5,3,32,17,30,33.3,1.0,3.0,59.4,6,3,6,28
131,2015020572,Home,Win,3,0,17,20,25.0,1.0,4.0,33.3,16,7,5,21,15,40,0.0,0.0,5.0,66.7,3,6,4,38
132,2015020580,Home,Win,2,1,8,29,0.0,0.0,5.0,37.7,7,2,5,33,10,40,0.0,0.0,4.0,62.3,8,5,2,26
133,2015020589,Away,Win,5,1,12,27,0.0,0.0,1.0,48.4,12,3,7,8,4,32,20.0,1.0,5.0,51.6,9,2,7,13
134,2015020602,Away,Win,3,2,8,16,0.0,0.0,4.0,35.2,25,12,10,30,8,32,0.0,0.0,4.0,64.8,14,8,12,30
135,2015020629,Away,Win,2,1,31,14,0.0,0.0,0.0,57.8,23,8,11,37,15,25,0.0,0.0,3.0,42.2,12,9,16,29
136,2015020632,Away,OT Loss,2,3,8,28,0.0,0.0,1.0,60.6,12,2,3,20,2,30,25.0,1.0,4.0,39.4,9,6,10,18
137,2015020644,Away,Loss,0,6,4,15,0.0,0.0,2.0,46.3,11,5,9,8,4,36,0.0,0.0,2.0,53.7,16,9,14,14
138,2015020672,Away,Loss,1,3,9,27,0.0,0.0,5.0,47.2,11,3,6,20,15,32,0.0,0.0,2.0,52.8,10,11,6,19
139,2015020677,Home,Loss,2,4,7,33,0.0,0.0,4.0,47.6,8,2,8,33,13,24,0.0,0.0,1.0,52.4,7,10,6,37
140,2015020707,Home,Win,4,0,11,32,0.0,0.0,3.0,49.0,7,7,5,27,13,27,0.0,0.0,2.0,51.0,9,6,8,18
141,2015020714,Home,Win,5,2,10,35,25.0,1.0,4.0,52.2,9,3,4,24,8,40,20.0,1.0,5.0,47.8,7,3,5,20
142,2015020736,Home,Win,5,1,16,27,40.0,2.0,5.0,48.3,12,8,4,22,22,23,0.0,0.0,2.0,51.7,5,5,3,36
143,2015020749,Away,Win,5,2,16,19,50.0,2.0,4.0,47.8,16,7,5,11,8,38,0.0,0.0,8.0,52.2,3,8,18,25
144,2015020764,Home,Win,6,3,18,33,50.0,2.0,4.0,59.3,14,8,6,20,12,39,28.6,2.0,7.0,40.7,8,5,7,21
145,2015020781,Home,OT Loss,2,3,10,44,20.0,1.0,5.0,49.3,11,8,7,28,10,35,20.0,1.0,5.0,50.7,7,1,0,30
146,2015020793,Away,Loss,0,3,15,23,0.0,0.0,5.0,54.4,6,2,5,19,17,31,25.0,1.0,4.0,45.6,8,5,8,18
147,2015020795,Away,Win,7,4,37,35,0.0,0.0,1.0,55.2,13,0,5,15,31,34,50.0,2.0,4.0,44.8,7,4,5,16
148,2015020823,Home,Loss,3,5,4,32,0.0,0.0,3.0,44.4,7,8,9,31,8,28,100.0,1.0,1.0,55.6,7,3,11,29
149,2015020827,Home,Loss,0,5,16,22,0.0,0.0,4.0,44.8,13,12,17,24,18,28,66.7,2.0,3.0,55.2,7,5,9,34
150,2015020842,Home,Win,2,1,4,28,0.0,0.0,3.0,53.2,14,12,10,34,6,32,0.0,0.0,2.0,46.8,14,10,9,25
151,2015020863,Home,OT Loss,1,2,8,20,0.0,0.0,1.0,51.8,16,9,20,31,2,18,0.0,0.0,4.0,48.2,8,6,8,18
152,2015020877,Home,Win,3,1,8,32,25.0,1.0,4.0,71.7,14,8,15,27,8,30,25.0,1.0,4.0,28.3,16,6,12,30
153,2015020909,Home,Win,3,2,6,25,25.0,1.0,4.0,41.2,12,12,9,18,10,24,33.3,1.0,3.0,58.8,13,9,11,22
154,2015020923,Away,OT Loss,3,4,13,31,16.7,1.0,6.0,46.3,13,2,5,9,17,25,25.0,1.0,4.0,53.7,16,3,5,19
155,2015020932,Away,Loss,1,3,14,18,33.3,1.0,3.0,44.1,8,3,8,26,10,27,20.0,1.0,5.0,55.9,13,9,6,14
156,2015020949,Away,Win,3,2,8,22,33.3,1.0,3.0,60.4,14,3,10,12,6,32,0.0,0.0,4.0,39.6,12,6,7,18
157,2015020962,Away,Loss,2,3,6,40,0.0,0.0,3.0,49.0,5,7,2,14,6,26,33.3,1.0,3.0,51.0,19,8,4,23
158,2015020978,Away,Loss,1,5,13,33,0.0,0.0,5.0,37.3,8,1,4,24,17,26,33.3,1.0,3.0,62.7,14,8,1,28
159,2015020988,Home,OT Loss,4,5,23,51,25.0,1.0,4.0,58.5,10,11,9,19,17,32,0.0,0.0,2.0,41.5,16,5,7,22
160,2015021010,Home,Win,6,2,6,31,0.0,0.0,2.0,61.4,13,15,10,29,6,28,0.0,0.0,2.0,38.6,7,8,9,18
161,2015021023,Home,Win,5,4,10,29,33.3,1.0,3.0,50.6,14,9,15,16,6,26,20.0,1.0,5.0,49.4,7,10,15,19
162,2015021033,Away,Loss,2,3,21,25,50.0,1.0,2.0,52.8,15,6,8,19,11,28,0.0,0.0,2.0,47.2,18,5,19,24
163,2015021043,Away,Win,4,1,14,36,25.0,1.0,4.0,60.9,13,1,9,31,20,28,0.0,0.0,0.0,39.1,17,2,14,36
164,2015021056,Away,Win,4,1,4,32,25.0,1.0,4.0,42.9,23,13,11,9,8,33,0.0,0.0,2.0,57.1,14,11,4,20
165,2015021072,Home,Loss,3,5,13,26,0.0,0.0,3.0,54.5,5,6,14,18,13,30,66.7,2.0,3.0,45.5,9,5,10,14
